year,age,industry,job_title,annual_salary,currency,country,state,total_experience_years,field_experience_years,education_level,gender
2021,25-34,"accounting, banking & finance",Other,86000.0,USD,United States,New York,5-7 years,2 - 4 years,College degree,Woman
2021,35-44,government or public administration,Other,78000.0,USD,United States,California,8 - 10 years,5-7 years,Master's degree,Woman
2021,45-54,engineering or manufacturing,Other,150000.0,USD,United States,Georgia,21 - 30 years,21 - 30 years,College degree,Woman
2021,35-44,"marketing, advertising & pr",Other,56579.99999999999,USD,United Kingdom,,11 - 20 years,11 - 20 years,College degree,Woman
2021,25-34,government or public administration,Other,65000.0,USD,United States,Virginia,5-7 years,5-7 years,College degree,Man
2021,25-34,computing or tech,principal software engineer,192500.0,USD,United States,Pennsylvania,8 - 10 years,5-7 years,College degree,Woman
2021,25-34,computing or tech,Other,130000.0,USD,United States,Virginia,8 - 10 years,8 - 10 years,Master's degree,Man
2021,25-34,nonprofits,project manager,68125.0,USD,United States,Massachusetts,8 - 10 years,8 - 10 years,College degree,Woman
2021,35-44,computing or tech,Other,147100.0,USD,United States,Massachusetts,5-7 years,5-7 years,PhD,Woman
2021,35-44,computing or tech,Other,240850.0,USD,United States,North Carolina,11 - 20 years,11 - 20 years,College degree,Woman
2021,25-34,engineering or manufacturing,Other,91125.0,USD,Canada,,11 - 20 years,8 - 10 years,College degree,Woman
2021,25-34,retail,Other,80625.0,USD,Canada,,8 - 10 years,8 - 10 years,College degree,Woman
2021,35-44,education,Other,96000.0,USD,United States,California,5-7 years,5-7 years,PhD,Woman
2021,25-34,education,Other,54000.0,USD,United States,Minnesota,5-7 years,1 year or less,Master's degree,Woman
2021,25-34,"marketing, advertising & pr",Other,105000.0,USD,United States,Illinois,8 - 10 years,8 - 10 years,College degree,Woman
2021,35-44,computing or tech,Other,75000.0,USD,United States,Michigan,11 - 20 years,5-7 years,Master's degree,Woman
2021,35-44,engineering or manufacturing,Other,106000.0,USD,United States,Massachusetts,21 - 30 years,11 - 20 years,Master's degree,Woman
2021,25-34,government or public administration,Other,115000.0,USD,United States,District of Columbia,5-7 years,5-7 years,PhD,Woman
2021,25-34,business or consulting,Other,103500.0,USD,United States,District of Columbia,11 - 20 years,5-7 years,College degree,Woman
2021,35-44,government or public administration,Other,71760.0,USD,United Kingdom,,11 - 20 years,11 - 20 years,Master's degree,Woman
2021,25-34,education,coordinator,52000.0,USD,United States,Illinois,8 - 10 years,8 - 10 years,College degree,Woman
2021,25-34,government or public administration,Other,59250.0,USD,Canada,,8 - 10 years,5-7 years,Master's degree,Woman
2021,65 or over,property or construction,Other,129000.0,USD,United States,Georgia,41 years or more,21 - 30 years,College degree,Man
2021,25-34,education,Other,56250.0,USD,Canada,,5-7 years,2 - 4 years,College degree,Woman
2021,18-24,pharmaceuticals/biotech,Other,52000.0,USD,United States,Texas,2 - 4 years,2 - 4 years,College degree,Woman
2021,25-34,education,Other,70000.0,USD,United States,Rhode Island,5-7 years,2 - 4 years,Master's degree,Non-binary
2021,25-34,nonprofits,Other,92400.0,USD,United States,District of Columbia,5-7 years,5-7 years,Master's degree,Woman
2021,35-44,healthcare,Other,53000.0,USD,United States,Illinois,21 - 30 years,11 - 20 years,Master's degree,Woman
2021,25-34,government or public administration,Other,87000.0,USD,United States,New York,5-7 years,2 - 4 years,Master's degree,Man
2021,35-44,Other,project engineer,125600.0,USD,United States,,11 - 20 years,11 - 20 years,Master's degree,Woman
2021,25-34,insurance,Other,64859.99999999999,USD,United Kingdom,,5-7 years,2 - 4 years,Master's degree,Woman
2021,25-34,engineering or manufacturing,marketing coordinator,45000.0,USD,United States,South Carolina,5-7 years,5-7 years,Some college,Woman
2021,35-44,computing or tech,Other,88000.0,USD,United States,Maryland,11 - 20 years,8 - 10 years,College degree,Woman
2021,35-44,nonprofits,Other,71000.0,USD,United States,New York,11 - 20 years,8 - 10 years,Master's degree,Woman
2021,45-54,education,program manager,71000.0,USD,United States,Illinois,11 - 20 years,11 - 20 years,PhD,Woman
2021,35-44,education,Other,75000.0,USD,United States,Georgia,11 - 20 years,11 - 20 years,Master's degree,Woman
2021,35-44,education,Other,80000.0,USD,United States,North Carolina,21 - 30 years,11 - 20 years,Master's degree,Woman
2021,35-44,computing or tech,Other,125000.0,USD,United States,New York,11 - 20 years,8 - 10 years,Master's degree,Woman
2021,35-44,education,Other,65000.0,USD,United States,Pennsylvania,11 - 20 years,11 - 20 years,Master's degree,Woman
2021,45-54,education,teacher,49679.99999999999,USD,Cook Islands,,21 - 30 years,21 - 30 years,College degree,Woman
2021,25-34,nonprofits,Other,55000.0,USD,United States,Minnesota,2 - 4 years,2 - 4 years,College degree,Woman
2021,25-34,art & design,Other,91000.0,USD,United States,Pennsylvania,11 - 20 years,8 - 10 years,College degree,Woman
2021,35-44,engineering or manufacturing,senior engineer,118000.0,USD,United States,Pennsylvania,8 - 10 years,5-7 years,College degree,Woman
2021,35-44,nonprofits,Other,45000.0,USD,Canada,,11 - 20 years,11 - 20 years,High School,Man
2021,35-44,education,Other,65000.0,USD,United States,Pennsylvania,11 - 20 years,8 - 10 years,Master's degree,Woman
2021,25-34,business or consulting,Other,93500.0,USD,United States,Illinois,5-7 years,2 - 4 years,Master's degree,Woman
2021,45-54,computing or tech,director of engineering,86250.0,USD,Canada,,21 - 30 years,21 - 30 years,Master's degree,Man
2021,25-34,Other,Other,76000.0,USD,United States,District of Columbia,8 - 10 years,5-7 years,College degree,Woman
2021,55-64,business or consulting,Other,240000.0,USD,United States,Massachusetts,31 - 40 years,11 - 20 years,Master's degree,Woman
2021,25-34,"accounting, banking & finance",accounting manager,90000.0,USD,United States,Tennessee,5-7 years,5-7 years,Master's degree,Woman
2021,55-64,business or consulting,Other,70000.0,USD,United States,Washington,31 - 40 years,11 - 20 years,Master's degree,Woman
2021,45-54,computing or tech,Other,98166.0,USD,United States,Indiana,21 - 30 years,21 - 30 years,College degree,Man
2021,25-34,education,Other,63500.0,USD,United States,Tennessee,5-7 years,1 year or less,Master's degree,Woman
2021,25-34,nonprofits,Other,49700.0,USD,United States,District of Columbia,5-7 years,2 - 4 years,College degree,Woman
2021,55-64,computing or tech,Other,95000.0,USD,United States,Ohio,31 - 40 years,31 - 40 years,Some college,Man
2021,25-34,government or public administration,Other,53000.0,USD,United States,North Carolina,8 - 10 years,5-7 years,College degree,Man
2021,45-54,education,Other,47255.0,USD,United States,Indiana,31 - 40 years,21 - 30 years,Some college,Woman
2021,35-44,property or construction,senior project manager,206000.0,USD,United States,New York,11 - 20 years,11 - 20 years,College degree,Man
2021,45-54,engineering or manufacturing,Other,170000.0,USD,United States,Colorado,21 - 30 years,21 - 30 years,College degree,Woman
2021,25-34,hospitality & events,graphic designer,75000.0,USD,United States,New York,5-7 years,5-7 years,College degree,Woman
2021,25-34,computing or tech,Other,123303.0,USD,United States,Texas,8 - 10 years,5-7 years,Master's degree,Woman
2021,35-44,government or public administration,Other,58500.0,USD,Canada,,11 - 20 years,5-7 years,College degree,Woman
2021,45-54,education,professor,105000.0,USD,United States,Michigan,21 - 30 years,11 - 20 years,PhD,Man
2021,45-54,sales,office manager,42000.0,USD,United States,New Hampshire,21 - 30 years,11 - 20 years,Master's degree,Woman
2021,25-34,"accounting, banking & finance",Other,105000.0,USD,United States,New York,5-7 years,5-7 years,Master's degree,Woman
2021,25-34,computing or tech,software engineer,69000.0,USD,United Kingdom,,5-7 years,2 - 4 years,High School,Man
2021,35-44,education,Other,121500.0,USD,United States,California,11 - 20 years,8 - 10 years,College degree,Woman
2021,45-54,"accounting, banking & finance",Other,97980.0,USD,United Kingdom,,21 - 30 years,21 - 30 years,Master's degree,Woman
2021,35-44,transport or logistics,program manager,74340.0,USD,Netherlands,,11 - 20 years,11 - 20 years,Master's degree,Woman
2021,25-34,education,Other,75000.0,USD,United States,Massachusetts,11 - 20 years,11 - 20 years,College degree,Woman
2021,35-44,education,Other,160000.0,USD,United States,New York,2 - 4 years,2 - 4 years,PhD,Woman
2021,25-34,"accounting, banking & finance",Other,78750.0,USD,Canada,,2 - 4 years,2 - 4 years,College degree,Woman
2021,25-34,"marketing, advertising & pr",Other,50000.0,USD,United States,Missouri,5-7 years,5-7 years,Master's degree,Woman
2021,45-54,"accounting, banking & finance",Other,85000.0,USD,United States,Illinois,21 - 30 years,21 - 30 years,College degree,Woman
2021,35-44,media & digital,Other,42000.0,USD,United States,Pennsylvania,11 - 20 years,11 - 20 years,College degree,Woman
2021,35-44,nonprofits,Other,54100.0,USD,United States,Iowa,21 - 30 years,8 - 10 years,Master's degree,Woman
2021,35-44,education,assistant professor,69000.0,USD,Canada,,5-7 years,5-7 years,PhD,Woman
2021,45-54,government or public administration,Other,70200.59999999999,USD,United Kingdom,,21 - 30 years,11 - 20 years,Master's degree,Woman
2021,55-64,Other,Other,60500.0,USD,United States,California,31 - 40 years,31 - 40 years,College degree,Woman
2021,55-64,nonprofits,Other,101500.0,USD,United States,District of Columbia,31 - 40 years,21 - 30 years,College degree,Woman
2021,25-34,media & digital,Other,85000.0,USD,United States,New York,11 - 20 years,11 - 20 years,College degree,Woman
2021,25-34,education,Other,62000.0,USD,United States,Massachusetts,5-7 years,5-7 years,College degree,Woman
2021,35-44,computing or tech,product manager,130000.0,USD,United States,,11 - 20 years,11 - 20 years,College degree,Man
2021,55-64,education,Other,55000.0,USD,United States,,21 - 30 years,21 - 30 years,Master's degree,Woman
2021,25-34,government or public administration,project coordinator,59015.0,USD,United States,New Jersey,8 - 10 years,8 - 10 years,College degree,Woman
2021,25-34,business or consulting,Other,74000.0,USD,United States,New York,5-7 years,5-7 years,College degree,Woman
2021,45-54,social work,director,53000.0,USD,United States,Wisconsin,21 - 30 years,8 - 10 years,Master's degree,Woman
2021,25-34,library,Other,63000.0,USD,United States,Virginia,5-7 years,5-7 years,Master's degree,Woman
2021,35-44,engineering or manufacturing,Other,100000.0,USD,United States,Michigan,21 - 30 years,21 - 30 years,College degree,Woman
2021,35-44,Other,Other,62050.0,USD,Australia,,11 - 20 years,8 - 10 years,Master's degree,Man
2021,35-44,"accounting, banking & finance",Other,58500.0,USD,United States,Tennessee,11 - 20 years,8 - 10 years,Some college,Woman
2021,35-44,education,associate director,85000.0,USD,United States,Illinois,11 - 20 years,11 - 20 years,College degree,Woman
2021,35-44,education,editor,62000.0,USD,United States,Texas,11 - 20 years,11 - 20 years,College degree,Woman
2021,25-34,law,Other,74000.0,USD,United States,Michigan,8 - 10 years,2 - 4 years,Master's degree,Non-binary
2021,25-34,nonprofits,Other,64000.0,USD,United States,District of Columbia,5-7 years,2 - 4 years,College degree,Woman
2021,25-34,recruitment or hr,Other,75899.99999999999,USD,United Kingdom,,11 - 20 years,8 - 10 years,College degree,Woman
2021,35-44,nonprofits,Other,92000.0,USD,United States,,11 - 20 years,8 - 10 years,College degree,Woman
2021,35-44,education,Other,42000.0,USD,United States,Nebraska,11 - 20 years,11 - 20 years,Master's degree,Man
2021,55-64,pharmaceuticals/biotech,Other,144000.0,USD,United States,Massachusetts,21 - 30 years,8 - 10 years,College degree,Man
2021,45-54,insurance,Other,73000.0,USD,United States,Colorado,31 - 40 years,31 - 40 years,High School,Woman
2021,35-44,nonprofits,Other,74520.0,USD,United Kingdom,,11 - 20 years,11 - 20 years,College degree,Woman
2021,45-54,healthcare,Other,100000.0,USD,United States,Georgia,21 - 30 years,11 - 20 years,Master's degree,Woman
2021,18-24,government or public administration,Other,63129.0,USD,United States,District of Columbia,2 - 4 years,1 year or less,Master's degree,Woman
2021,45-54,Other,Other,135000.0,USD,United States,Texas,11 - 20 years,11 - 20 years,PhD,Woman
2021,25-34,computing or tech,Other,130000.0,USD,United States,Virginia,11 - 20 years,5-7 years,College degree,Woman
2021,25-34,"accounting, banking & finance",senior accountant,60000.0,USD,United States,Ohio,5-7 years,5-7 years,Master's degree,Woman
2021,25-34,engineering or manufacturing,Other,88000.0,USD,United States,South Carolina,5-7 years,5-7 years,College degree,Woman
2021,35-44,media & digital,Other,65000.0,USD,United States,Texas,11 - 20 years,11 - 20 years,College degree,Woman
2021,25-34,nonprofits,Other,92000.0,USD,United States,Massachusetts,8 - 10 years,5-7 years,Master's degree,Woman
2021,25-34,engineering or manufacturing,Other,69000.0,USD,United States,Wisconsin,5-7 years,2 - 4 years,College degree,Man
2021,25-34,"accounting, banking & finance",Other,75000.0,USD,United States,Oklahoma,8 - 10 years,5-7 years,College degree,Woman
2021,25-34,engineering or manufacturing,Other,122500.0,USD,United States,Florida,5-7 years,5-7 years,College degree,Man
2021,25-34,government or public administration,Other,119000.0,USD,United States,,8 - 10 years,5-7 years,Master's degree,None
2021,35-44,nonprofits,Other,70000.0,USD,United States,Pennsylvania,11 - 20 years,11 - 20 years,Master's degree,Woman
2021,45-54,computing or tech,Other,145000.0,USD,United States,Colorado,21 - 30 years,11 - 20 years,Some college,Woman
2021,35-44,architecture,Other,62000.0,USD,United States,New Jersey,11 - 20 years,8 - 10 years,Master's degree,Woman
2021,35-44,nonprofits,Other,61200.0,USD,United States,Illinois,11 - 20 years,11 - 20 years,Master's degree,Woman
2021,25-34,"marketing, advertising & pr",marketing director,131099.99999999997,USD,United Kingdom,,8 - 10 years,8 - 10 years,College degree,Woman
2021,25-34,recruitment or hr,Other,66000.0,USD,United States,Georgia,2 - 4 years,2 - 4 years,College degree,Woman
2021,35-44,computing or tech,Other,70000.0,USD,United States,Texas,8 - 10 years,5-7 years,College degree,Woman
2021,25-34,education,Other,52000.0,USD,United States,Massachusetts,5-7 years,5-7 years,College degree,Woman
2021,45-54,property or construction,Other,80500.0,USD,United States,Florida,21 - 30 years,11 - 20 years,Some college,Woman
2021,25-34,"marketing, advertising & pr",Other,57000.0,USD,United States,Virginia,8 - 10 years,2 - 4 years,Master's degree,Woman
2021,25-34,nonprofits,associate,83200.0,USD,United States,District of Columbia,8 - 10 years,8 - 10 years,Master's degree,Woman
2021,18-24,"marketing, advertising & pr",Other,77500.0,USD,United States,New York,2 - 4 years,2 - 4 years,College degree,Woman
2021,25-34,healthcare,Other,44160.0,USD,United Kingdom,,2 - 4 years,1 year or less,Master's degree,Woman
2021,35-44,"marketing, advertising & pr",Other,225000.0,USD,United States,New York,11 - 20 years,11 - 20 years,College degree,Woman
2021,25-34,Other,Other,57500.0,USD,United States,Illinois,8 - 10 years,5-7 years,College degree,Man
2021,45-54,law,Other,220000.0,USD,United States,California,11 - 20 years,11 - 20 years,PhD,Woman
2021,25-34,retail,Other,100000.0,USD,United States,Illinois,8 - 10 years,8 - 10 years,College degree,Woman
2021,25-34,computing or tech,Other,80000.0,USD,United States,,5-7 years,2 - 4 years,Master's degree,Woman
2021,35-44,education,associate director,65000.0,USD,United States,Texas,11 - 20 years,8 - 10 years,None,Woman
2021,25-34,education,librarian,52500.0,USD,United States,North Carolina,5-7 years,5-7 years,Master's degree,Woman
2021,25-34,media & digital,Other,42480.0,USD,France,,2 - 4 years,2 - 4 years,Master's degree,Woman
2021,25-34,"accounting, banking & finance",Other,94000.0,USD,United States,Illinois,2 - 4 years,2 - 4 years,College degree,Woman
2021,25-34,engineering or manufacturing,Other,57000.0,USD,United States,Washington,5-7 years,5-7 years,College degree,Woman
2021,35-44,computing or tech,Other,91000.0,USD,United States,California,8 - 10 years,5-7 years,College degree,Woman
2021,35-44,nonprofits,senior director,90000.0,USD,United States,District of Columbia,11 - 20 years,11 - 20 years,College degree,Woman
2021,35-44,hospitality & events,Other,66950.0,USD,United States,Indiana,8 - 10 years,5-7 years,College degree,Woman
2021,25-34,government or public administration,Other,76000.0,USD,United States,California,2 - 4 years,2 - 4 years,College degree,Woman
2021,25-34,engineering or manufacturing,Other,80040.0,USD,United Kingdom,,8 - 10 years,8 - 10 years,Master's degree,Woman
2021,25-34,nonprofits,Other,75000.0,USD,United States,Pennsylvania,8 - 10 years,5-7 years,Master's degree,Woman
2021,25-34,education,assistant professor,62500.0,USD,United States,,2 - 4 years,2 - 4 years,PhD,Non-binary
2021,35-44,engineering or manufacturing,Other,80000.0,USD,United States,Nebraska,11 - 20 years,11 - 20 years,Master's degree,Woman
2021,35-44,nonprofits,Other,70000.0,USD,United States,Massachusetts,11 - 20 years,11 - 20 years,Master's degree,Woman
2021,25-34,computing or tech,Other,124199.99999999999,USD,United Kingdom,,11 - 20 years,11 - 20 years,Master's degree,Woman
2021,35-44,education,Other,50000.0,USD,United States,New York,11 - 20 years,11 - 20 years,Master's degree,Woman
2021,35-44,hospitality & events,Other,85000.0,USD,United States,New York,11 - 20 years,5-7 years,College degree,Woman
2021,35-44,retail,Other,102000.0,USD,United States,California,8 - 10 years,2 - 4 years,High School,Woman
2021,35-44,law,associate attorney,125000.0,USD,United States,District of Columbia,11 - 20 years,2 - 4 years,Master's degree,Woman
2021,35-44,Other,Other,60000.0,USD,United States,Texas,11 - 20 years,5-7 years,Some college,Woman
2021,55-64,law,attorney,275000.0,USD,United States,Minnesota,31 - 40 years,31 - 40 years,Master's degree,Woman
2021,25-34,Other,operations manager,48500.0,USD,United States,Massachusetts,5-7 years,2 - 4 years,College degree,Woman
2021,35-44,engineering or manufacturing,software engineer,148000.0,USD,United States,Washington,11 - 20 years,11 - 20 years,College degree,Woman
2021,25-34,law,Other,54580.0,USD,United States,Michigan,11 - 20 years,11 - 20 years,College degree,Woman
2021,35-44,insurance,Other,200000.0,USD,United States,,11 - 20 years,8 - 10 years,Master's degree,Woman
2021,25-34,"marketing, advertising & pr",marketing manager,45000.0,USD,Canada,,8 - 10 years,8 - 10 years,College degree,Woman
2021,45-54,education,librarian,71000.0,USD,United States,Texas,21 - 30 years,11 - 20 years,Master's degree,Man
2021,25-34,nonprofits,Other,53000.0,USD,United States,District of Columbia,5-7 years,2 - 4 years,College degree,Woman
2021,35-44,healthcare,Other,82160.0,USD,United States,Wisconsin,11 - 20 years,11 - 20 years,Master's degree,Woman
2021,25-34,recruitment or hr,Other,71000.0,USD,United States,New York,11 - 20 years,2 - 4 years,College degree,Woman
2021,25-34,Other,Other,105000.0,USD,United States,,8 - 10 years,8 - 10 years,College degree,Woman
2021,35-44,education,Other,77000.0,USD,United States,Pennsylvania,11 - 20 years,11 - 20 years,Master's degree,Woman
2021,35-44,healthcare,Other,50000.0,USD,United States,Arizona,11 - 20 years,5-7 years,Master's degree,Woman
2021,35-44,government or public administration,Other,97000.0,USD,United States,New York,11 - 20 years,8 - 10 years,Master's degree,Woman
2021,18-24,business or consulting,data analyst,62000.0,USD,United States,Massachusetts,1 year or less,1 year or less,College degree,Woman
2021,35-44,healthcare,Other,82500.0,USD,United States,Indiana,11 - 20 years,8 - 10 years,College degree,Woman
2021,25-34,education,Other,71000.0,USD,United States,New York,5-7 years,5-7 years,College degree,Non-binary
2021,45-54,computing or tech,business analyst,88000.0,USD,United States,North Carolina,21 - 30 years,11 - 20 years,Master's degree,Woman
2021,25-34,healthcare,Other,76000.0,USD,United States,Massachusetts,5-7 years,2 - 4 years,Master's degree,Woman
2021,35-44,healthcare,Other,195000.0,USD,United States,Massachusetts,21 - 30 years,21 - 30 years,College degree,Non-binary
2021,25-34,"accounting, banking & finance",Other,45760.0,USD,United States,California,11 - 20 years,2 - 4 years,Some college,Woman
2021,25-34,"marketing, advertising & pr",communications manager,86000.0,USD,United States,Florida,5-7 years,5-7 years,College degree,Woman
2021,25-34,engineering or manufacturing,project manager,58680.0,USD,Canada,,5-7 years,5-7 years,Master's degree,Woman
2021,25-34,education,Other,56000.0,USD,United States,Wisconsin,8 - 10 years,5-7 years,Master's degree,Woman
2021,25-34,education,Other,69000.0,USD,United States,Minnesota,8 - 10 years,2 - 4 years,College degree,Woman
2021,25-34,law,associate,125000.0,USD,United States,Tennessee,5-7 years,5-7 years,Master's degree,Woman
2021,25-34,property or construction,Other,55000.0,USD,United States,Florida,5-7 years,2 - 4 years,College degree,Woman
2021,35-44,computing or tech,Other,175000.0,USD,United States,Washington,11 - 20 years,11 - 20 years,College degree,Woman
2021,25-34,healthcare,registered nurse,60000.0,USD,United States,Tennessee,8 - 10 years,2 - 4 years,College degree,Woman
2021,25-34,law,associate,190000.0,USD,United States,Massachusetts,1 year or less,1 year or less,Master's degree,Woman
2021,45-54,utilities & telecommunications,Other,60320.0,USD,United States,Pennsylvania,21 - 30 years,8 - 10 years,Some college,Woman
2021,35-44,pharmaceuticals/biotech,Other,143750.0,USD,United States,North Carolina,5-7 years,2 - 4 years,PhD,Woman
2021,45-54,education,teacher,94000.0,USD,United States,Connecticut,21 - 30 years,21 - 30 years,PhD,Woman
2021,25-34,healthcare,Other,73500.0,USD,Canada,,8 - 10 years,2 - 4 years,Master's degree,Woman
2021,35-44,government or public administration,administrative assistant,49000.0,USD,United States,Oregon,11 - 20 years,11 - 20 years,Some college,Woman
2021,35-44,nonprofits,Other,120000.0,USD,United States,California,11 - 20 years,11 - 20 years,College degree,Woman
2021,55-64,recruitment or hr,consultant,135000.0,USD,United States,Illinois,31 - 40 years,31 - 40 years,College degree,Woman
2021,25-34,nonprofits,Other,75500.0,USD,United States,North Carolina,8 - 10 years,8 - 10 years,Master's degree,Woman
2021,25-34,"marketing, advertising & pr",Other,127000.0,USD,United States,Pennsylvania,5-7 years,5-7 years,College degree,Woman
2021,35-44,government or public administration,Other,70000.0,USD,United States,Massachusetts,8 - 10 years,5-7 years,Master's degree,Woman
2021,25-34,computing or tech,Other,111400.0,USD,United States,Illinois,5-7 years,5-7 years,College degree,Woman
2021,55-64,"marketing, advertising & pr",graphic designer,61000.0,USD,United States,Illinois,31 - 40 years,31 - 40 years,College degree,Woman
2021,55-64,nonprofits,Other,47250.0,USD,United States,West Virginia,11 - 20 years,5-7 years,Master's degree,Woman
2021,35-44,engineering or manufacturing,Other,100000.0,USD,United States,Minnesota,11 - 20 years,11 - 20 years,Some college,Man
2021,35-44,computing or tech,Other,306800.0,USD,Germany,,21 - 30 years,11 - 20 years,High School,Non-binary
2021,35-44,nonprofits,Other,45000.0,USD,United States,Pennsylvania,11 - 20 years,11 - 20 years,College degree,Woman
2021,25-34,Other,Other,72000.0,USD,United States,District of Columbia,2 - 4 years,2 - 4 years,Master's degree,Woman
2021,25-34,government or public administration,editor,78167.0,USD,United States,District of Columbia,5-7 years,5-7 years,Master's degree,Woman
2021,25-34,"accounting, banking & finance",Other,187500.0,USD,United States,New York,8 - 10 years,8 - 10 years,College degree,Woman
2021,45-54,computing or tech,Other,124000.0,USD,United States,Tennessee,21 - 30 years,21 - 30 years,Master's degree,Woman
2021,45-54,"marketing, advertising & pr",Other,108000.0,USD,United States,Minnesota,21 - 30 years,21 - 30 years,College degree,Man
2021,35-44,"accounting, banking & finance",Other,115000.0,USD,United States,North Carolina,11 - 20 years,11 - 20 years,Master's degree,Woman
2021,35-44,education,Other,83000.0,USD,United States,Arizona,11 - 20 years,5-7 years,Master's degree,Woman
2021,25-34,engineering or manufacturing,Other,124000.0,USD,United States,,8 - 10 years,8 - 10 years,Master's degree,Woman
2021,25-34,education,Other,45000.0,USD,United States,Illinois,5-7 years,5-7 years,Master's degree,Woman
2021,25-34,government or public administration,editor,93000.0,USD,United States,District of Columbia,11 - 20 years,5-7 years,PhD,Woman
2021,35-44,engineering or manufacturing,Other,134550.0,USD,United States,Minnesota,11 - 20 years,11 - 20 years,Master's degree,Woman
2021,45-54,insurance,supervisor,66000.0,USD,United States,,21 - 30 years,21 - 30 years,Some college,Woman
2021,35-44,education,Other,71697.0,USD,United States,Pennsylvania,8 - 10 years,5-7 years,Master's degree,Woman
2021,45-54,real estate,Other,99000.0,USD,United States,California,31 - 40 years,21 - 30 years,Some college,Woman
2021,35-44,education,Other,120000.0,USD,United States,Massachusetts,11 - 20 years,11 - 20 years,College degree,Woman
2021,25-34,education,Other,52000.0,USD,United States,New York,5-7 years,5-7 years,Master's degree,Non-binary
2021,25-34,property or construction,Other,46125.0,USD,Canada,,8 - 10 years,8 - 10 years,Some college,Woman
2021,35-44,transport or logistics,Other,85000.0,USD,United States,New York,21 - 30 years,21 - 30 years,High School,Woman
2021,25-34,transport or logistics,Other,56000.0,USD,United States,Illinois,8 - 10 years,5-7 years,Some college,Woman
2021,45-54,engineering or manufacturing,Other,49840.0,USD,United States,California,21 - 30 years,21 - 30 years,College degree,Man
